Report Name,Organisation Code,Organisation Name,Month,Patient Type,Value 1,Value 2,Value 3,Value 4
5. Total Time in A&E,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Oct-20,All Patients,139,483,1435,14615
5. Total Time in A&E,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Oct-20,Non-Admitted,107,341,1147,11065
5. Total Time in A&E,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Oct-20,All Patients,188,875.05,1438,7640
5. Total Time in A&E,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Oct-20,Non-Admitted,188,875.05,1438,7640
5. Total Time in A&E,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Oct-20,Admitted,232,677.4,907,110
5. Total Time in A&E,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Oct-20,All Patients,149,532,1427,11155
5. Total Time in A&E,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Oct-20,Non-Admitted,148,528.8,1427,11045
5. Total Time in A&E,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Oct-20,Admitted,307,671,1358,4660
5. Total Time in A&E,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Oct-20,All Patients,186,550,1358,14385
5. Total Time in A&E,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Oct-20,Non-Admitted,137,418,1154,9725
5. Total Time in A&E,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Oct-20,Admitted,237,738.6,1439,2495
5. Total Time in A&E,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Oct-20,All Patients,153,547.2,1439,10595
5. Total Time in A&E,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Oct-20,Non-Admitted,128,430.95,1438,8100
5. Total Time in A&E,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Oct-20,Admitted,359,843.5,1318,4010
5. Total Time in A&E,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Oct-20,All Patients,134,630,1318,17345
5. Total Time in A&E,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Oct-20,Non-Admitted,107,371,1102,13330
5. Total Time in A&E,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Oct-20,Admitted,165,439.45,1384,730
5. Total Time in A&E,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Oct-20,All Patients,130,382,1384,13785
5. Total Time in A&E,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Oct-20,Non-Admitted,127,377,1256,13055
5. Total Time in A&E,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,Oct-20,Admitted,451,1013.2,1438,2440
5. Total Time in A&E,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,Oct-20,All Patients,235,913.5,1438,5310
5. Total Time in A&E,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,Oct-20,Non-Admitted,191,541.45,1374,2870
5. Total Time in A&E,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Oct-20,Admitted,353,1096.15,1437,2520
5. Total Time in A&E,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Oct-20,All Patients,152,715,1437,11030
5. Total Time in A&E,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Oct-20,Non-Admitted,135,377,1413,8510
5. Total Time in A&E,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,Oct-20,Admitted,267,718,1166,3105
5. Total Time in A&E,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,Oct-20,All Patients,187,509,1281,11830
5. Total Time in A&E,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,Oct-20,Non-Admitted,157,342,1281,8730
5. Total Time in A&E,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,Oct-20,Admitted,236,1085,1428,2255
5. Total Time in A&E,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,Oct-20,All Patients,184,841,1428,6540
5. Total Time in A&E,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,Oct-20,Non-Admitted,157,445,1426,4285
5. Total Time in A&E,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Oct-20,Admitted,315,871,1331,3945
5. Total Time in A&E,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Oct-20,All Patients,157,688,1427,13940
5. Total Time in A&E,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Oct-20,Non-Admitted,129,344,1427,9995
5. Total Time in A&E,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Oct-20,Admitted,312,820,1303,2895
5. Total Time in A&E,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Oct-20,All Patients,177,645.95,1438,8900
5. Total Time in A&E,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Oct-20,Non-Admitted,140,388.7,1438,6005
5. Total Time in A&E,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,Oct-20,Admitted,37.5,113.55,198,290
5. Total Time in A&E,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,Oct-20,All Patients,28,94,323,3920
5. Total Time in A&E,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,Oct-20,Non-Admitted,28,91,323,3630
5. Total Time in A&E,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,Oct-20,Admitted,79,226,610,705
5. Total Time in A&E,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,Oct-20,All Patients,73,200,740,11475
5. Total Time in A&E,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,Oct-20,Non-Admitted,73,198,740,10770
5. Total Time in A&E,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,Oct-20,Admitted,43,105,312,475
5. Total Time in A&E,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,Oct-20,All Patients,40,97.5,312,4810
5. Total Time in A&E,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,Oct-20,Non-Admitted,40,97,226,4335
5. Total Time in A&E,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,Oct-20,Admitted,55.5,173,978,1320
5. Total Time in A&E,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,Oct-20,All Patients,62,188,1434,8860
5. Total Time in A&E,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,Oct-20,Non-Admitted,63,190,1434,7540
5. Total Time in A&E,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Oct-20,Admitted,316,737.6,1429,3195
5. Total Time in A&E,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Oct-20,All Patients,160,554,1429,12860
5. Total Time in A&E,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Oct-20,Non-Admitted,139,395,1348,9665
5. Total Time in A&E,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,Oct-20,Admitted,218,413.35,1394,4075
5. Total Time in A&E,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,Oct-20,All Patients,180,341,1424,11885
5. Total Time in A&E,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,Oct-20,Non-Admitted,159,239,1424,7810
5. Total Time in A&E,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,Oct-20,Admitted,34,124.05,151,10
5. Total Time in A&E,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,Oct-20,All Patients,77,176,299,2195
5. Total Time in A&E,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,Oct-20,Non-Admitted,77,176,299,2190
5. Total Time in A&E,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,Oct-20,Admitted,34,135.05,298,335
5. Total Time in A&E,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,Oct-20,All Patients,46,117,298,3270
5. Total Time in A&E,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,Oct-20,Non-Admitted,47,116,220,2935
5. Total Time in A&E,AAH01,TETBURY HOSPITAL TRUST,Nov-20,All Patients,42,96.4,172,145
5. Total Time in A&E,AAH01,TETBURY HOSPITAL TRUST,Nov-20,Non-Admitted,42,96.4,172,145
5. Total Time in A&E,AD903,URGENT CARE CENTRE,Nov-20,Admitted,39,194,1096,2730
5. Total Time in A&E,AD903,URGENT CARE CENTRE,Nov-20,All Patients,94,259,1389,5430
5. Total Time in A&E,AD903,URGENT CARE CENTRE,Nov-20,Non-Admitted,122,287.25,1389,2700
5. Total Time in A&E,AD904,UCC AT HILLINGDON HOSPITAL,Nov-20,Admitted,50,195.9,1305,2345
5. Total Time in A&E,AD904,UCC AT HILLINGDON HOSPITAL,Nov-20,All Patients,82,214,1439,5155
5. Total Time in A&E,AD904,UCC AT HILLINGDON HOSPITAL,Nov-20,Non-Admitted,104,221,1439,2810
5. Total Time in A&E,AD906,UCC - NORTHWICK PARK HOSPITAL,Nov-20,Admitted,52,201,802,2715
5. Total Time in A&E,AD906,UCC - NORTHWICK PARK HOSPITAL,Nov-20,All Patients,83,212,802,7005
5. Total Time in A&E,AD906,UCC - NORTHWICK PARK HOSPITAL,Nov-20,Non-Admitted,98,216,705,4290
5. Total Time in A&E,AD907,ASHFORD HEALTH CENTRE,Nov-20,Admitted,67,168.7,287,285
5. Total Time in A&E,AD907,ASHFORD HEALTH CENTRE,Nov-20,All Patients,61,174.65,1307,1930
5. Total Time in A&E,AD907,ASHFORD HEALTH CENTRE,Nov-20,Non-Admitted,61,177,1307,1640
5. Total Time in A&E,AD913,BECKENHAM BEACON UCC,Nov-20,Admitted,84,211.6,381,390
5. Total Time in A&E,AD913,BECKENHAM BEACON UCC,Nov-20,All Patients,77,199,1207,2675
5. Total Time in A&E,AD913,BECKENHAM BEACON UCC,Nov-20,Non-Admitted,75,197.7,1207,2285
5. Total Time in A&E,AD914,UCC - QUEEN ELIZABETH HOSPITAL,Nov-20,Admitted,48,236.65,1241,2570
5. Total Time in A&E,AD914,UCC - QUEEN ELIZABETH HOSPITAL,Nov-20,All Patients,110,293,1409,6605
5. Total Time in A&E,AD914,UCC - QUEEN ELIZABETH HOSPITAL,Nov-20,Non-Admitted,138,325,1409,4040
5. Total Time in A&E,AD916,WOKING WALK IN CENTRE,Nov-20,Admitted,85,210.9,323,225
5. Total Time in A&E,AD916,WOKING WALK IN CENTRE,Nov-20,All Patients,78,203.5,1406,2010
5. Total Time in A&E,AD916,WOKING WALK IN CENTRE,Nov-20,Non-Admitted,77,203,1406,1790
5. Total Time in A&E,AD918,UTC - CENTRAL MIDDLESEX HOSPITAL,Nov-20,Admitted,87,203,839,370
5. Total Time in A&E,AD918,UTC - CENTRAL MIDDLESEX HOSPITAL,Nov-20,All Patients,80,203,898,2080
5. Total Time in A&E,AD918,UTC - CENTRAL MIDDLESEX HOSPITAL,Nov-20,Non-Admitted,78,202.45,898,1710
5. Total Time in A&E,AXA,TOWER HAMLETS GP CARE GROUP CIC,Nov-20,Admitted,126.5,238,465,210
5. Total Time in A&E,AXA,TOWER HAMLETS GP CARE GROUP CIC,Nov-20,All Patients,102,223,1373,4615
5. Total Time in A&E,AXA,TOWER HAMLETS GP CARE GROUP CIC,Nov-20,Non-Admitted,101,222,1373,4405
5. Total Time in A&E,AXG,WILTSHIRE HEALTH & CARE,Nov-20,Admitted,59,200.3,1075,25
5. Total Time in A&E,AXG,WILTSHIRE HEALTH & CARE,Nov-20,All Patients,47,131.85,1075,145
5. Total Time in A&E,AXG,WILTSHIRE HEALTH & CARE,Nov-20,Non-Admitted,42,127,192,120
5. Total Time in A&E,AXT,ONE MEDICAL GROUP LIMITED,Nov-20,Admitted,71.5,185.45,307,230
5. Total Time in A&E,AXT,ONE MEDICAL GROUP LIMITED,Nov-20,All Patients,65,160,756,5010
5. Total Time in A&E,AXT,ONE MEDICAL GROUP LIMITED,Nov-20,Non-Admitted,65,158,756,4775
5. Total Time in A&E,NLO08,SCARBOROUGH URGENT CARE CENTRE,Nov-20,Admitted,26,169.7,203,20
5. Total Time in A&E,NLO08,SCARBOROUGH URGENT CARE CENTRE,Nov-20,All Patients,49,224,1302,2170
5. Total Time in A&E,NLO08,SCARBOROUGH URGENT CARE CENTRE,Nov-20,Non-Admitted,49,224.45,1302,2150
5. Total Time in A&E,NLO14,WEST MIDLANDS DOCTORS URGENT CARE,Nov-20,Admitted,*,*,*,*
5. Total Time in A&E,NLO14,WEST MIDLANDS DOCTORS URGENT CARE,Nov-20,All Patients,85,412,1315,4015
5. Total Time in A&E,NLO14,WEST MIDLANDS DOCTORS URGENT CARE,Nov-20,Non-Admitted,85,412,1315,4010
5. Total Time in A&E,NLO15,YORKSHIRE DOCTORS URGENT CARE - VALE OF YORK,Nov-20,Admitted,*,*,*,*
5. Total Time in A&E,NLO15,YORKSHIRE DOCTORS URGENT CARE - VALE OF YORK,Nov-20,All Patients,51,261,1024,2675
5. Total Time in A&E,NLO15,YORKSHIRE DOCTORS URGENT CARE - VALE OF YORK,Nov-20,Non-Admitted,51,260.65,1024,2670
5. Total Time in A&E,NLO21,ST MARY'S URGENT CARE CENTRE,Nov-20,Admitted,21,62.35,116,95
5. Total Time in A&E,NLO21,ST MARY'S URGENT CARE CENTRE,Nov-20,All Patients,61,268.4,1436,4575
5. Total Time in A&E,NLO21,ST MARY'S URGENT CARE CENTRE,Nov-20,Non-Admitted,62,271,1436,4480
5. Total Time in A&E,NLO26,ROYAL STOKE UNIVERSITY HOSPITAL URGENT CARE CENTRE,Nov-20,All Patients,29,321.2,1347,3420
5. Total Time in A&E,NLO26,ROYAL STOKE UNIVERSITY HOSPITAL URGENT CARE CENTRE,Nov-20,Non-Admitted,29,321.2,1347,3420
5. Total Time in A&E,NNF,CITY HEALTH CARE PARTNERSHIP CIC,Nov-20,Admitted,53,137.9,324,120
5. Total Time in A&E,NNF,CITY HEALTH CARE PARTNERSHIP CIC,Nov-20,All Patients,53,139,539,5570
5. Total Time in A&E,NNF,CITY HEALTH CARE PARTNERSHIP CIC,Nov-20,Non-Admitted,53,139,539,5455
5. Total Time in A&E,NNJ,DHU HEALTH CARE C.I.C,Nov-20,Admitted,65,158.9,656,95
5. Total Time in A&E,NNJ,DHU HEALTH CARE C.I.C,Nov-20,All Patients,66,175,656,1730
5. Total Time in A&E,NNJ,DHU HEALTH CARE C.I.C,Nov-20,Non-Admitted,66,175,247,1635
5. Total Time in A&E,NQ106,FRYATT HOSPITAL,Nov-20,Admitted,22,45.4,59,15
5. Total Time in A&E,NQ106,FRYATT HOSPITAL,Nov-20,All Patients,27,84.5,141,290
5. Total Time in A&E,NQ106,FRYATT HOSPITAL,Nov-20,Non-Admitted,27,88.4,141,275
5. Total Time in A&E,NQ108,CLACTON HOSPITAL,Nov-20,Admitted,57.5,174.25,364,95
5. Total Time in A&E,NQ108,CLACTON HOSPITAL,Nov-20,All Patients,49,131.45,378,1630
5. Total Time in A&E,NQ108,CLACTON HOSPITAL,Nov-20,Non-Admitted,48,129,378,1535
5. Total Time in A&E,NQT10,ASSURA READING LLP,Nov-20,All Patients,95,289.1,1178,420
5. Total Time in A&E,NQT10,ASSURA READING LLP,Nov-20,Non-Admitted,95,289.1,1178,420
5. Total Time in A&E,NQT5F,SKELMERSDALE WALK IN CENTRE,Nov-20,Admitted,*,*,*,*
5. Total Time in A&E,NQT5F,SKELMERSDALE WALK IN CENTRE,Nov-20,All Patients,127,280,667,635
5. Total Time in A&E,NQT5F,SKELMERSDALE WALK IN CENTRE,Nov-20,Non-Admitted,127.5,280,667,635
5. Total Time in A&E,NQT5G,URGENT CARE CENTRE,Nov-20,Admitted,39,194,534,40
5. Total Time in A&E,NQT5G,URGENT CARE CENTRE,Nov-20,All Patients,94,259,1429,1470
5. Total Time in A&E,NQT5G,URGENT CARE CENTRE,Nov-20,Non-Admitted,122,287.25,1429,1435
5. Total Time in A&E,NQT5H,PAULTON MEMORIAL HOSPITAL,Nov-20,Admitted,66.5,163.75,232,15
5. Total Time in A&E,NQT5H,PAULTON MEMORIAL HOSPITAL,Nov-20,All Patients,70,190.65,922,310
5. Total Time in A&E,NQT5H,PAULTON MEMORIAL HOSPITAL,Nov-20,Non-Admitted,70.5,189.75,922,295
5. Total Time in A&E,NR318,SEATON HOUSE,Nov-20,Admitted,59,130.5,160,65
5. Total Time in A&E,NR318,SEATON HOUSE,Nov-20,All Patients,66,152,240,3080
5. Total Time in A&E,NR318,SEATON HOUSE,Nov-20,Non-Admitted,66,152,240,3015
5. Total Time in A&E,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Nov-20,Admitted,240,885,1381,6155
5. Total Time in A&E,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Nov-20,All Patients,175,643,1381,22120
5. Total Time in A&E,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Nov-20,Non-Admitted,144,371,1333,15960
5. Total Time in A&E,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Nov-20,Admitted,207.5,388,1062,4125
5. Total Time in A&E,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Nov-20,All Patients,121,301,1062,15010
5. Total Time in A&E,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Nov-20,Non-Admitted,92,238,792,10885
5. Total Time in A&E,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,Nov-20,Admitted,57,137.2,207,125
5. Total Time in A&E,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,Nov-20,All Patients,57,160,475,1470
5. Total Time in A&E,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,Nov-20,Non-Admitted,57,161,475,1345
5. Total Time in A&E,R1F,ISLE OF WIGHT NHS TRUST,Nov-20,Admitted,240,821.1,1411,960
5. Total Time in A&E,R1F,ISLE OF WIGHT NHS TRUST,Nov-20,All Patients,226,678,1411,2325
5. Total Time in A&E,R1F,ISLE OF WIGHT NHS TRUST,Nov-20,Non-Admitted,200,475.1,1411,1365
5. Total Time in A&E,R1H,BARTS HEALTH NHS TRUST,Nov-20,Admitted,246,765.75,1426,6505
5. Total Time in A&E,R1H,BARTS HEALTH NHS TRUST,Nov-20,All Patients,190,557.7,1426,23385
5. Total Time in A&E,R1H,BARTS HEALTH NHS TRUST,Nov-20,Non-Admitted,166,354,1380,16880
5. Total Time in A&E,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Nov-20,Admitted,238,811,1432,3410
5. Total Time in A&E,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Nov-20,All Patients,233,689,1438,9350
5. Total Time in A&E,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Nov-20,Non-Admitted,220,586.15,1438,5940
5. Total Time in A&E,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Nov-20,Admitted,230,492.35,1435,2015
5. Total Time in A&E,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Nov-20,All Patients,174,397.5,1435,5570
5. Total Time in A&E,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Nov-20,Non-Admitted,131,299.2,1431,3555
5. Total Time in A&E,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,Nov-20,Admitted,163,427.7,1384,1345
5. Total Time in A&E,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,Nov-20,All Patients,142,314,1384,3730
5. Total Time in A&E,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,Nov-20,Non-Admitted,134,250.8,1366,2385
5. Total Time in A&E,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Nov-20,Admitted,239,803.25,1439,2675
5. Total Time in A&E,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Nov-20,All Patients,160,552,1439,9200
5. Total Time in A&E,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Nov-20,Non-Admitted,123.5,356.85,1328,6525
5. Total Time in A&E,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Nov-20,Admitted,227,441.5,873,1915
5. Total Time in A&E,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Nov-20,All Patients,127,362,873,5845
5. Total Time in A&E,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Nov-20,Non-Admitted,76,240,832,3930
5. Total Time in A&E,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Nov-20,Admitted,217.5,589.35,1115,50
5. Total Time in A&E,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Nov-20,All Patients,186,502,1437,8900
5. Total Time in A&E,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Nov-20,Non-Admitted,186,497,1437,8845
5. Total Time in A&E,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Nov-20,Admitted,239,720.5,1435,4590
5. Total Time in A&E,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Nov-20,All Patients,170,462,1435,25155
5. Total Time in A&E,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Nov-20,Non-Admitted,155,344,1392,20565
5. Total Time in A&E,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,Nov-20,Admitted,236,717.95,1430,3860
5. Total Time in A&E,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,Nov-20,All Patients,157,509,1430,17620
5. Total Time in A&E,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,Nov-20,Non-Admitted,133,378,1330,13760
5. Total Time in A&E,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Nov-20,Admitted,158,1035.15,1254,50
5. Total Time in A&E,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Nov-20,All Patients,167,445,1405,12435
5. Total Time in A&E,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Nov-20,Non-Admitted,167,444,1405,12385
5. Total Time in A&E,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Nov-20,Admitted,238,730.25,1362,1570
5. Total Time in A&E,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Nov-20,All Patients,222.5,587,1362,4210
5. Total Time in A&E,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Nov-20,Non-Admitted,203.5,444,1299,2640
5. Total Time in A&E,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,Nov-20,Admitted,64,172.3,411,350
5. Total Time in A&E,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,Nov-20,All Patients,72,195,411,2405
5. Total Time in A&E,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,Nov-20,Non-Admitted,73.5,196,248,2055
5. Total Time in A&E,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,Nov-20,Admitted,253,920,1436,2130
5. Total Time in A&E,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,Nov-20,All Patients,189,590.7,1436,7585
5. Total Time in A&E,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,Nov-20,Non-Admitted,159,338,1381,5460
5. Total Time in A&E,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Nov-20,Admitted,216,370,1038,1255
5. Total Time in A&E,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Nov-20,All Patients,92,269,1038,5445
5. Total Time in A&E,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Nov-20,Non-Admitted,43,228,660,4195
5. Total Time in A&E,RBK,WALSALL HEALTHCARE NHS TRUST,Nov-20,Admitted,168,375,469,55
5. Total Time in A&E,RBK,WALSALL HEALTHCARE NHS TRUST,Nov-20,All Patients,181,529.4,1165,5715
5. Total Time in A&E,RBK,WALSALL HEALTHCARE NHS TRUST,Nov-20,Non-Admitted,181,531,1165,5660
5. Total Time in A&E,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,Nov-20,Admitted,240,799.45,1382,2440
5. Total Time in A&E,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,Nov-20,All Patients,185,613.15,1382,6620
5. Total Time in A&E,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,Nov-20,Non-Admitted,146,395,1328,4180
5. Total Time in A&E,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,Nov-20,Admitted,236,1074.15,1432,2820
5. Total Time in A&E,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,Nov-20,All Patients,145,686.6,1432,11790
5. Total Time in A&E,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,Nov-20,Non-Admitted,126,347,1325,8970
5. Total Time in A&E,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,Nov-20,Admitted,204,303.4,711,575
5. Total Time in A&E,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,Nov-20,All Patients,131,237,711,3780
5. Total Time in A&E,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,Nov-20,Non-Admitted,123,232,562,3205
5. Total Time in A&E,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,Nov-20,Admitted,194.5,581.65,1319,2430
5. Total Time in A&E,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,Nov-20,All Patients,122,457.05,1319,6040
5. Total Time in A&E,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,Nov-20,Non-Admitted,84,281.45,1084,3610
5. Total Time in A&E,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,Nov-20,Admitted,231,484.4,1274,1095
5. Total Time in A&E,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,Nov-20,All Patients,153,400.55,1274,3570
5. Total Time in A&E,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,Nov-20,Non-Admitted,124,290.6,1042,2475
5. Total Time in A&E,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,Nov-20,Admitted,235,562.3,1261,4810
5. Total Time in A&E,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,Nov-20,All Patients,184,504,1434,12180
5. Total Time in A&E,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,Nov-20,Non-Admitted,137,429.35,1434,7375
5. Total Time in A&E,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,Nov-20,Admitted,220,573.75,1390,3765
5. Total Time in A&E,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,Nov-20,All Patients,169,476,1390,8990
5. Total Time in A&E,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,Nov-20,Non-Admitted,138,361,993,5225
