Report Name,Organisation Code,Organisation Name,Month,Patient Type,Value 1,Value 2,Value 3,Value 4
5. Total Time in A&E,AXT,ONE MEDICAL GROUP LIMITED,May-20,All Patients,42,110,835,2935
5. Total Time in A&E,AXT,ONE MEDICAL GROUP LIMITED,May-20,Non-Admitted,42,108,835,2815
5. Total Time in A&E,NLO08,SCARBOROUGH URGENT CARE CENTRE,May-20,All Patients,48,201,1396,2090
5. Total Time in A&E,NLO08,SCARBOROUGH URGENT CARE CENTRE,May-20,Non-Admitted,48,201,1396,2090
5. Total Time in A&E,NLO14,WEST MIDLANDS DOCTORS URGENT CARE,May-20,All Patients,76,345.05,1398,3160
5. Total Time in A&E,NLO14,WEST MIDLANDS DOCTORS URGENT CARE,May-20,Non-Admitted,76,345.05,1398,3160
5. Total Time in A&E,NLO15,YORKSHIRE DOCTORS URGENT CARE - VALE OF YORK,May-20,All Patients,44,215,1306,2605
5. Total Time in A&E,NLO15,YORKSHIRE DOCTORS URGENT CARE - VALE OF YORK,May-20,Non-Admitted,44,215,1306,2605
5. Total Time in A&E,NLO21,ST MARY'S URGENT CARE CENTRE,May-20,All Patients,43,188,1388,2370
5. Total Time in A&E,NLO21,ST MARY'S URGENT CARE CENTRE,May-20,Non-Admitted,43,188,1388,2370
5. Total Time in A&E,NLO26,ROYAL STOKE UNIVERSITY HOSPITAL URGENT CARE CENTRE,May-20,All Patients,47,271.3,1367,2295
5. Total Time in A&E,NLO26,ROYAL STOKE UNIVERSITY HOSPITAL URGENT CARE CENTRE,May-20,Non-Admitted,47,271.3,1367,2295
5. Total Time in A&E,NNF,CITY HEALTH CARE PARTNERSHIP CIC,May-20,Admitted,56,110.5,773,90
5. Total Time in A&E,NNF,CITY HEALTH CARE PARTNERSHIP CIC,May-20,All Patients,45,121,1303,4620
5. Total Time in A&E,NNF,CITY HEALTH CARE PARTNERSHIP CIC,May-20,Non-Admitted,45,121,1303,4530
5. Total Time in A&E,NNJ,DHU HEALTH CARE C.I.C,May-20,Admitted,52,114.95,137,70
5. Total Time in A&E,NNJ,DHU HEALTH CARE C.I.C,May-20,All Patients,46,109.5,231,1530
5. Total Time in A&E,NNJ,DHU HEALTH CARE C.I.C,May-20,Non-Admitted,46,109,231,1460
5. Total Time in A&E,NQ106,FRYATT HOSPITAL,May-20,Admitted,*,*,*,*
5. Total Time in A&E,NQ106,FRYATT HOSPITAL,May-20,All Patients,20,47.6,98,70
5. Total Time in A&E,NQ106,FRYATT HOSPITAL,May-20,Non-Admitted,20,48.5,98,65
5. Total Time in A&E,NQ108,CLACTON HOSPITAL,May-20,Admitted,49,115.5,237,55
5. Total Time in A&E,NQ108,CLACTON HOSPITAL,May-20,All Patients,38,100,237,1240
5. Total Time in A&E,NQ108,CLACTON HOSPITAL,May-20,Non-Admitted,37,99,190,1185
5. Total Time in A&E,NQT5F,SKELMERSDALE WALK IN CENTRE,May-20,Admitted,*,*,*,*
5. Total Time in A&E,NQT5F,SKELMERSDALE WALK IN CENTRE,May-20,All Patients,95,241.5,384,110
5. Total Time in A&E,NQT5F,SKELMERSDALE WALK IN CENTRE,May-20,Non-Admitted,97,244.05,384,110
5. Total Time in A&E,NQT5G,URGENT CARE CENTRE,May-20,Admitted,41,203,220,80
5. Total Time in A&E,NQT5G,URGENT CARE CENTRE,May-20,All Patients,78,223,1404,1455
5. Total Time in A&E,NQT5G,URGENT CARE CENTRE,May-20,Non-Admitted,90,233.75,1404,1375
5. Total Time in A&E,NQT5H,PAULTON MEMORIAL HOSPITAL,May-20,Admitted,*,*,*,*
5. Total Time in A&E,NQT5H,PAULTON MEMORIAL HOSPITAL,May-20,All Patients,95,205.4,220,50
5. Total Time in A&E,NQT5H,PAULTON MEMORIAL HOSPITAL,May-20,Non-Admitted,81,207.8,220,45
5. Total Time in A&E,NR318,SEATON HOUSE,May-20,Admitted,42,97,123,105
5. Total Time in A&E,NR318,SEATON HOUSE,May-20,All Patients,42,102.65,177,1790
5. Total Time in A&E,NR318,SEATON HOUSE,May-20,Non-Admitted,42,103,177,1680
5. Total Time in A&E,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,May-20,Admitted,*,*,*,*
5. Total Time in A&E,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,May-20,All Patients,45,133,242,490
5. Total Time in A&E,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,May-20,Non-Admitted,46,133,242,480
5. Total Time in A&E,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,May-20,Admitted,224,421,1298,4980
5. Total Time in A&E,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,May-20,All Patients,149,303,1323,17980
5. Total Time in A&E,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,May-20,Non-Admitted,122,237,1323,13000
5. Total Time in A&E,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,May-20,Admitted,166,296,1217,4205
5. Total Time in A&E,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,May-20,All Patients,100,239,1436,13485
5. Total Time in A&E,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,May-20,Non-Admitted,80,230,1436,9285
5. Total Time in A&E,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,May-20,Admitted,64,139,245,90
5. Total Time in A&E,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,May-20,All Patients,57,154.8,295,1625
5. Total Time in A&E,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,May-20,Non-Admitted,57,156,295,1535
5. Total Time in A&E,R1F,ISLE OF WIGHT NHS TRUST,May-20,Admitted,217.5,371.7,701,770
5. Total Time in A&E,R1F,ISLE OF WIGHT NHS TRUST,May-20,All Patients,186,337.3,1062,1855
5. Total Time in A&E,R1F,ISLE OF WIGHT NHS TRUST,May-20,Non-Admitted,163,301.7,1062,1085
5. Total Time in A&E,R1H,BARTS HEALTH NHS TRUST,May-20,Admitted,222,459.25,1425,5395
5. Total Time in A&E,R1H,BARTS HEALTH NHS TRUST,May-20,All Patients,169,342,1425,17550
5. Total Time in A&E,R1H,BARTS HEALTH NHS TRUST,May-20,Non-Admitted,143,238,1344,12155
5. Total Time in A&E,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,May-20,Admitted,237,669.7,1434,2805
5. Total Time in A&E,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,May-20,All Patients,222,612.15,1434,7480
5. Total Time in A&E,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,May-20,Non-Admitted,204,535.35,1419,4675
5. Total Time in A&E,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,140,276,1439,4900
5. Total Time in A&E,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,May-20,Non-Admitted,140,276,1439,4900
5. Total Time in A&E,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,May-20,Admitted,121,238,631,1220
5. Total Time in A&E,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,115,237,1409,3585
5. Total Time in A&E,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,May-20,Non-Admitted,114,236.75,1409,2365
5. Total Time in A&E,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,May-20,Admitted,187,391.95,1409,2480
5. Total Time in A&E,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,May-20,All Patients,130.5,314,1409,7780
5. Total Time in A&E,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,May-20,Non-Admitted,110,238,1260,5300
5. Total Time in A&E,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,May-20,Admitted,201,300,656,1340
5. Total Time in A&E,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,May-20,All Patients,93,236,656,5230
5. Total Time in A&E,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,May-20,Non-Admitted,66,215,475,3890
5. Total Time in A&E,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,233,557.4,859,45
5. Total Time in A&E,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,155,410,1412,7795
5. Total Time in A&E,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,154,407,1412,7745
5. Total Time in A&E,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,May-20,Admitted,221,457.7,1434,3965
5. Total Time in A&E,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,May-20,All Patients,153,339,1434,21870
5. Total Time in A&E,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,May-20,Non-Admitted,137,296,1199,17900
5. Total Time in A&E,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,May-20,Admitted,229,514.45,1433,3250
5. Total Time in A&E,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,May-20,All Patients,137,360,1433,14290
5. Total Time in A&E,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,May-20,Non-Admitted,116,239,1347,11040
5. Total Time in A&E,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,May-20,Admitted,232,1122.5,1304,35
5. Total Time in A&E,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,May-20,All Patients,150,368,1382,9470
5. Total Time in A&E,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,May-20,Non-Admitted,150,364,1382,9435
5. Total Time in A&E,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,240,619.5,1231,1050
5. Total Time in A&E,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,213,503.9,1231,3390
5. Total Time in A&E,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,190,392,996,2340
5. Total Time in A&E,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,May-20,Admitted,42.5,119,240,320
5. Total Time in A&E,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,May-20,All Patients,61,172,989,1885
5. Total Time in A&E,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,May-20,Non-Admitted,66,177,989,1565
5. Total Time in A&E,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,May-20,Admitted,220,430,1411,2070
5. Total Time in A&E,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,164,335.9,1411,6945
5. Total Time in A&E,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,May-20,Non-Admitted,142,264,1133,4870
5. Total Time in A&E,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,May-20,Admitted,185,337.7,747,1125
5. Total Time in A&E,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,78,240,747,5055
5. Total Time in A&E,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,May-20,Non-Admitted,44,226,610,3935
5. Total Time in A&E,RBK,WALSALL HEALTHCARE NHS TRUST,May-20,Admitted,199,386,1128,1820
5. Total Time in A&E,RBK,WALSALL HEALTHCARE NHS TRUST,May-20,All Patients,147,331,1128,4680
5. Total Time in A&E,RBK,WALSALL HEALTHCARE NHS TRUST,May-20,Non-Admitted,114,277,907,2860
5. Total Time in A&E,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,May-20,Admitted,203,442,965,2150
5. Total Time in A&E,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,142,320.95,1183,5860
5. Total Time in A&E,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,May-20,Non-Admitted,109,235,1183,3710
5. Total Time in A&E,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,May-20,Admitted,222,553.45,1429,3680
5. Total Time in A&E,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,May-20,All Patients,145,392,1429,10175
5. Total Time in A&E,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,May-20,Non-Admitted,103,239,1341,6500
5. Total Time in A&E,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,May-20,Admitted,219,282,643,400
5. Total Time in A&E,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,May-20,All Patients,137,237,643,2900
5. Total Time in A&E,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,May-20,Non-Admitted,126,233,484,2500
5. Total Time in A&E,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,136,324,1438,2750
5. Total Time in A&E,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,96,238,1438,6320
5. Total Time in A&E,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,78,217,665,3570
5. Total Time in A&E,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,May-20,Admitted,191,353,737,1130
5. Total Time in A&E,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,May-20,All Patients,130,303.1,737,3300
5. Total Time in A&E,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,May-20,Non-Admitted,98,238,581,2170
5. Total Time in A&E,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,207,360,824,3825
5. Total Time in A&E,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,152,299,1089,10490
5. Total Time in A&E,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,124,240,1089,6665
5. Total Time in A&E,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,May-20,Admitted,189,415.1,1132,3100
5. Total Time in A&E,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,144,350.4,1296,7795
5. Total Time in A&E,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,May-20,Non-Admitted,113.5,277.35,1296,4695
5. Total Time in A&E,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,May-20,Admitted,196,359.7,698,825
5. Total Time in A&E,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,May-20,All Patients,129,280.75,698,3385
5. Total Time in A&E,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,May-20,Non-Admitted,104.5,237,553,2560
5. Total Time in A&E,RCF,AIREDALE NHS FOUNDATION TRUST,May-20,Admitted,205,365.9,749,925
5. Total Time in A&E,RCF,AIREDALE NHS FOUNDATION TRUST,May-20,All Patients,124,292,985,3865
5. Total Time in A&E,RCF,AIREDALE NHS FOUNDATION TRUST,May-20,Non-Admitted,97,240,985,2945
5. Total Time in A&E,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,May-20,Admitted,146,337,523,465
5. Total Time in A&E,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,May-20,All Patients,96,235,523,2415
5. Total Time in A&E,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,May-20,Non-Admitted,93,212,520,1950
5. Total Time in A&E,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",May-20,Admitted,204,366.95,1085,1780
5. Total Time in A&E,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",May-20,All Patients,147,312,1085,4720
5. Total Time in A&E,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",May-20,Non-Admitted,106,258.4,932,2935
5. Total Time in A&E,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,May-20,Admitted,207,324.85,1430,1785
5. Total Time in A&E,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,May-20,All Patients,146,277,1430,5240
5. Total Time in A&E,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,May-20,Non-Admitted,114,237,920,3455
5. Total Time in A&E,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,May-20,Admitted,157.5,256.9,370,70
5. Total Time in A&E,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,142,236,689,5585
5. Total Time in A&E,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,May-20,Non-Admitted,142,236,689,5515
5. Total Time in A&E,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,May-20,Admitted,189,284,673,1745
5. Total Time in A&E,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,May-20,All Patients,151,272,1343,12015
5. Total Time in A&E,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,May-20,Non-Admitted,143,252.3,1343,10270
5. Total Time in A&E,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,May-20,Admitted,71.5,186.05,306,200
5. Total Time in A&E,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,May-20,All Patients,66,164,607,5595
5. Total Time in A&E,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,May-20,Non-Admitted,65,162,607,5395
5. Total Time in A&E,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,May-20,Admitted,283,555,1294,3915
5. Total Time in A&E,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,May-20,All Patients,188,461,1294,14665
5. Total Time in A&E,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,May-20,Non-Admitted,165,389,1164,10755
5. Total Time in A&E,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,May-20,Admitted,199,328,1411,2155
5. Total Time in A&E,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,May-20,All Patients,93,238,1411,9995
5. Total Time in A&E,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,May-20,Non-Admitted,78,222,1052,7845
5. Total Time in A&E,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,210,381.7,1237,2595
5. Total Time in A&E,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,111,242,1388,16540
5. Total Time in A&E,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,92,237,1388,13945
5. Total Time in A&E,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,May-20,Admitted,*,*,*,*
5. Total Time in A&E,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,May-20,All Patients,68,198.65,330,1230
5. Total Time in A&E,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,May-20,Non-Admitted,68,198,330,1225
5. Total Time in A&E,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",May-20,Admitted,235,648.1,1419,1900
5. Total Time in A&E,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",May-20,All Patients,210,536.85,1425,9925
5. Total Time in A&E,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",May-20,Non-Admitted,200,492,1425,8025
5. Total Time in A&E,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,May-20,Admitted,185,312.45,713,1790
5. Total Time in A&E,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,144,260,713,6030
5. Total Time in A&E,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,May-20,Non-Admitted,124.5,239,679,4240
5. Total Time in A&E,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,May-20,All Patients,99,355,1373,6005
5. Total Time in A&E,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,May-20,Non-Admitted,99,355,1373,6005
5. Total Time in A&E,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,May-20,Admitted,184,310,932,2030
5. Total Time in A&E,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,137,273.95,932,5680
5. Total Time in A&E,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,May-20,Non-Admitted,103,240,612,3655
5. Total Time in A&E,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,May-20,Admitted,197,240,1038,3195
5. Total Time in A&E,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,May-20,All Patients,148,238,1038,10345
5. Total Time in A&E,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,May-20,Non-Admitted,127,232,572,7150
5. Total Time in A&E,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,206,437,1212,1280
5. Total Time in A&E,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,152,328,1228,5030
5. Total Time in A&E,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,134,239,1228,3745
5. Total Time in A&E,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,May-20,Admitted,182,363,922,1500
5. Total Time in A&E,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,May-20,All Patients,135,315,922,4810
5. Total Time in A&E,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,May-20,Non-Admitted,118,273,717,3310
5. Total Time in A&E,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,237,477.1,758,2465
5. Total Time in A&E,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,143,388.7,1428,8585
5. Total Time in A&E,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,107,322,1428,6120
5. Total Time in A&E,RH5,SOMERSET NHS FOUNDATION TRUST,May-20,Admitted,187,355,1146,1715
5. Total Time in A&E,RH5,SOMERSET NHS FOUNDATION TRUST,May-20,All Patients,88.5,240,1146,8860
5. Total Time in A&E,RH5,SOMERSET NHS FOUNDATION TRUST,May-20,Non-Admitted,73,224,784,7145
5. Total Time in A&E,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,May-20,All Patients,105,265,1009,6455
5. Total Time in A&E,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,May-20,Non-Admitted,105,265,1009,6455
5. Total Time in A&E,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,May-20,Admitted,211,393.45,792,2230
5. Total Time in A&E,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,May-20,All Patients,160,304,1004,7575
5. Total Time in A&E,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,May-20,Non-Admitted,139,239,1004,5345
5. Total Time in A&E,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,210,389,864,2465
5. Total Time in A&E,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,145,312,903,9185
5. Total Time in A&E,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,118,241,903,6720
5. Total Time in A&E,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,May-20,Admitted,211,385.75,713,3025
5. Total Time in A&E,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,May-20,All Patients,140,314,713,9135
5. Total Time in A&E,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,May-20,Non-Admitted,95,240,673,6110
5. Total Time in A&E,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,May-20,Admitted,213,344.4,764,2115
5. Total Time in A&E,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,May-20,All Patients,136,240,1022,8005
5. Total Time in A&E,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,May-20,Non-Admitted,108,231,1022,5895
5. Total Time in A&E,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,May-20,Admitted,222,377.6,1372,1050
5. Total Time in A&E,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,May-20,All Patients,153,305,1372,7190
5. Total Time in A&E,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,May-20,Non-Admitted,138,283,1284,6140
5. Total Time in A&E,RJ2,LEWISHAM AND GREENWICH NHS TRUST,May-20,Admitted,203,390,1370,4040
5. Total Time in A&E,RJ2,LEWISHAM AND GREENWICH NHS TRUST,May-20,All Patients,173,239,1370,12125
5. Total Time in A&E,RJ2,LEWISHAM AND GREENWICH NHS TRUST,May-20,Non-Admitted,159,237,1334,8085
5. Total Time in A&E,RJ6,CROYDON HEALTH SERVICES NHS TRUST,May-20,Admitted,230,533.95,1429,1460
5. Total Time in A&E,RJ6,CROYDON HEALTH SERVICES NHS TRUST,May-20,All Patients,149,300,1432,7830
5. Total Time in A&E,RJ6,CROYDON HEALTH SERVICES NHS TRUST,May-20,Non-Admitted,129,238,1432,6365
5. Total Time in A&E,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,223,390,1435,2380
5. Total Time in A&E,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,179,289,1438,7720
5. Total Time in A&E,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,156,239,1438,5340
5. Total Time in A&E,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,May-20,Admitted,213,371.9,792,1200
5. Total Time in A&E,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,May-20,All Patients,124,240,1303,4325
5. Total Time in A&E,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,May-20,Non-Admitted,99,232,1303,3125
5. Total Time in A&E,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,May-20,All Patients,147,449,1148,13100
5. Total Time in A&E,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,May-20,Non-Admitted,147,449,1148,13100
5. Total Time in A&E,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,May-20,Admitted,209,409,830,2350
5. Total Time in A&E,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,May-20,All Patients,137,324.95,830,9560
5. Total Time in A&E,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,May-20,Non-Admitted,120,242,819,7215
5. Total Time in A&E,RJN,EAST CHESHIRE NHS TRUST,May-20,Admitted,218,457.6,1001,935
5. Total Time in A&E,RJN,EAST CHESHIRE NHS TRUST,May-20,All Patients,155,354,1001,3140
5. Total Time in A&E,RJN,EAST CHESHIRE NHS TRUST,May-20,Non-Admitted,128,298,980,2205
