INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2370,0,1025,1025,0,43,43
I00721,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",1510,0,695,695,0,46,46
I00721,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3120,*,1330,1330,*,43,43
I00721,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1320,125,505,505,9,38,38
I00721,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",995,0,340,340,0,34,34
I00721,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",2690,*,1070,1070,*,40,40
I00721,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1605,65,695,705,4,43,44
I00721,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1375,0,740,740,0,54,54
I00721,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",2000,245,1110,1110,12,56,56
I00721,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",930,0,360,360,0,39,39
I00721,RQX,"HOMERTON HEALTHCARE NHS FOUNDATION TRUST",505,0,215,215,0,43,43
I00721,RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",3035,65,990,1020,2,33,34
I00721,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",1755,0,1065,1065,0,61,61
I00721,R1F,"ISLE OF WIGHT NHS TRUST",785,0,495,495,0,63,63
I00721,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1430,0,525,525,0,37,37
I00721,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1535,0,760,760,0,50,50
I00721,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",2660,0,1250,1250,0,47,47
I00721,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",980,0,495,495,0,51,51
I00721,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",2055,0,1075,1075,0,52,52
I00721,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",3585,0,1205,1205,0,34,34
I00721,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",1995,0,685,685,0,34,34
I00721,REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3355,380,1745,1780,11,52,53
I00721,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",2155,0,655,655,0,30,30
I00721,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",2190,0,680,680,0,31,31
I00721,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",3630,0,1680,1680,0,46,46
I00721,RPA,"MEDWAY NHS FOUNDATION TRUST",1580,0,750,750,0,47,47
I00721,RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",5495,280,1505,1585,5,27,29
I00721,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1415,0,425,425,0,30,30
I00721,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",2485,0,840,840,0,34,34
I00721,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1205,0,635,635,0,53,53
I00721,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3110,*,1755,1755,*,56,56
I00721,RVJ,"NORTH BRISTOL NHS TRUST",2140,0,935,935,0,44,44
I00721,RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",1885,120,685,690,6,36,37
I00721,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1070,0,460,460,0,43,43
I00721,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",1660,0,680,680,0,41,41
I00721,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",2630,0,1145,1145,0,44,44
I00721,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",1660,0,790,790,0,48,48
I00721,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",3920,0,1670,1670,0,43,43
I00721,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",2115,0,465,465,0,22,22
I00721,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",2695,585,1005,1105,22,37,41
I00721,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",3910,330,1615,1615,8,41,41
I00721,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3090,345,1665,1665,11,54,54
I00721,RHU,"PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST",2835,0,1145,1145,0,40,40
I00721,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",1910,125,1120,1120,7,59,59
I00721,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",2025,0,655,655,0,32,32
I00721,RH8,"ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST",3000,*,1180,1180,*,39,39
I00721,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",2175,0,850,850,0,39,39
I00721,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",1080,35,670,670,3,62,62
I00721,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",1780,0,575,575,0,32,32
I00721,RNZ,"SALISBURY NHS FOUNDATION TRUST",1055,145,500,530,14,47,50
I00721,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",1645,85,495,520,5,30,32
I00721,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",3025,305,1175,1205,10,39,40
I00721,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",1885,0,210,210,0,11,11
I00721,RH5,"SOMERSET NHS FOUNDATION TRUST",1880,0,380,380,0,20,20
I00721,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",2455,0,1085,1085,0,44,44
I00721,R0B,"SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST",3055,185,860,860,6,28,28
I00721,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",1240,0,345,345,0,28,28
I00721,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",1220,0,555,555,0,45,45
I00721,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1535,*,860,865,*,56,56
I00721,RBN,"ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST",2235,0,1030,1030,0,46,46
I00721,RWJ,"STOCKPORT NHS FOUNDATION TRUST",1600,0,385,385,0,24,24
I00721,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",1770,0,875,875,0,49,49
I00721,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",1180,0,255,255,0,22,22
I00721,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",2045,0,470,470,0,23,23
I00721,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",905,*,440,440,*,49,49
I00721,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",2270,0,950,950,0,42,42
I00721,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",1325,0,525,525,0,40,40
I00721,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1490,30,300,300,2,20,20
I00721,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1265,0,510,510,0,40,40
I00721,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",2355,0,955,955,0,41,41
I00721,RXW,"THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",2410,0,765,765,0,32,32
I00721,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",1715,0,650,650,0,38,38
I00721,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",3085,0,1065,1065,0,35,35
I00721,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",965,*,640,640,*,66,66
I00721,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",2485,20,775,780,1,31,31
I00721,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",6095,0,1485,1485,0,24,24
I00721,RA7,"UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST",2100,*,880,880,*,42,42
I00721,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",2585,0,880,880,0,34,34
I00721,R0D,"UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST",3245,420,1420,1440,13,44,44
I00721,RTG,"UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST",4045,585,1170,1310,14,29,32
I00721,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",3725,0,1460,1460,0,39,39
I00721,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",1745,0,600,600,0,34,34
I00721,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",3670,145,1970,2020,4,54,55
I00721,RK9,"UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST",2330,*,860,860,*,37,37
I00721,RYR,"UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST",4740,0,2195,2195,0,46,46
I00721,RBK,"WALSALL HEALTHCARE NHS TRUST",1400,155,500,510,11,36,36
I00721,RWW,"WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST",1155,0,610,610,0,53,53
I00721,RWG,"WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST",1845,0,865,865,0,47,47
I00721,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",1310,0,590,590,0,45,45
I00721,RKE,"WHITTINGTON HEALTH NHS TRUST",505,0,215,215,0,43,43
I00721,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",1890,95,1155,1155,5,61,61
I00721,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",2610,*,915,915,*,35,35
I00721,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1505,0,775,775,0,51,51
I00721,RLQ,"WYE VALLEY NHS TRUST",1150,0,310,310,0,27,27
I00721,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",1060,0,680,680,0,64,64
I00721,RCB,"YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST",2780,0,785,785,0,28,28
