TIME_PERIOD,PUBLICATION_MONTH,ORDER,PROVIDER_CODE,PROVIDER_NAME,SHMI_VALUE,SHMI_BANDING,PO_LL,PO_UL,OD_LL,OD_UL,OBSERVED,EXPECTED,ELECTIVE_DEPTH,NONELECTIVE_DEPTH,PALLIATIVE_DEATHS,PALLIATIVE_CODE
NOV19_OCT20,MAR_21,23,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1.1688,1,0.9443,1.058,0.8891,1.1248,3475,2975,5.0524,5.322,52,3.6
NOV19_OCT20,MAR_21,23,RVJ,NORTH BRISTOL NHS TRUST,0.91,2,0.9376,1.0652,0.8878,1.1264,2150,2365,5.748,5.693,40,1.5
NOV19_OCT20,MAR_21,23,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,1.0469,2,0.9257,1.0784,0.8852,1.1296,1730,1650,4.2039,5.4338,36,2.6
NOV19_OCT20,MAR_21,23,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,0.9246,2,0.9161,1.0891,0.8829,1.1326,1190,1290,4.7164,5.406,31,1.7
NOV19_OCT20,MAR_21,23,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,0.994,2,0.928,1.0758,0.8858,1.1289,1755,1765,5.6326,6.7258,38,2.3
NOV19_OCT20,MAR_21,23,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,1.1277,1,0.9382,1.0646,0.8879,1.1262,2720,2410,3.6651,4.6695,34,2.3
NOV19_OCT20,MAR_21,23,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1.0232,2,0.9298,1.0739,0.8862,1.1285,1895,1855,3.6465,4.9925,39,1.4
NOV19_OCT20,MAR_21,23,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,1.0424,2,0.9004,1.1071,0.8785,1.1383,945,905,3.1924,5.0562,23,1.2
NOV19_OCT20,MAR_21,23,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,1.07,2,0.9345,1.0686,0.8872,1.1271,2290,2140,5.0797,6.259,28,1.8
NOV19_OCT20,MAR_21,23,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,0.9768,2,0.9445,1.0578,0.8891,1.1247,2925,2995,4.9505,5.3068,39,2.5
NOV19_OCT20,MAR_21,23,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1.0249,2,0.9513,1.0504,0.8903,1.1233,4010,3910,7.3699,6.9677,40,2
NOV19_OCT20,MAR_21,23,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.9111,2,0.9466,1.0555,0.8895,1.1243,2950,3240,6.6591,6.8311,54,2.6
NOV19_OCT20,MAR_21,23,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,1.0916,2,0.9462,1.0559,0.8894,1.1243,3490,3195,5.294,5.9453,33,1.8
NOV19_OCT20,MAR_21,23,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,0.9973,2,0.9441,1.0581,0.889,1.1248,2950,2960,5.6244,6.3945,40,2
NOV19_OCT20,MAR_21,23,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1.0444,2,0.9289,1.0748,0.886,1.1287,1890,1810,3.2993,4.3362,50,2.3
NOV19_OCT20,MAR_21,23,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,0.9699,2,0.935,1.0681,0.8873,1.127,2110,2175,4.8167,5.1756,29,1.7
NOV19_OCT20,MAR_21,23,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,0.9913,2,0.9339,1.0693,0.8871,1.1273,2080,2095,4.294,4.8627,40,2.1
NOV19_OCT20,MAR_21,23,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,0.8438,3,0.9423,1.0601,0.8887,1.1252,2335,2770,6.2969,5.8599,37,1.6
NOV19_OCT20,MAR_21,23,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,0.7629,3,0.9218,1.0828,0.8843,1.1308,1135,1485,6.9459,6.8791,58,2.7
NOV19_OCT20,MAR_21,23,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1.0521,2,0.9276,1.0762,0.8857,1.1291,1835,1745,4.2284,5.0745,29,1.5
NOV19_OCT20,MAR_21,23,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,0.956,2,0.9228,1.0816,0.8846,1.1305,1460,1530,6.9954,7.179,55,4
NOV19_OCT20,MAR_21,23,RNZ,SALISBURY NHS FOUNDATION TRUST,0.9957,2,0.9036,1.1033,0.8795,1.1371,965,970,4.5381,4.5295,53,2.2
NOV19_OCT20,MAR_21,23,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,1.1274,2,0.927,1.0769,0.8856,1.1292,1935,1715,4.9541,5.7986,20,1
NOV19_OCT20,MAR_21,23,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,1.0025,2,0.9458,1.0564,0.8893,1.1244,3150,3140,6.124,5.6756,31,1.7
NOV19_OCT20,MAR_21,23,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,0.9613,2,0.9315,1.072,0.8865,1.128,1875,1950,5.4759,6.154,10,0.5
NOV19_OCT20,MAR_21,23,RH5,SOMERSET NHS FOUNDATION TRUST,0.9974,2,0.9321,1.0712,0.8867,1.1278,1985,1990,4.805,5.8955,20,1.3
NOV19_OCT20,MAR_21,23,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,1.1504,1,0.9339,1.0693,0.8871,1.1273,2415,2100,4.6986,5.0436,48,2.5
NOV19_OCT20,MAR_21,23,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,1.1195,2,0.9414,1.0611,0.8885,1.1254,3005,2685,4.6001,6.2252,30,2.5
NOV19_OCT20,MAR_21,23,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,0.9419,2,0.9117,1.0941,0.8817,1.1341,1095,1160,4.478,5.6146,30,1.5
NOV19_OCT20,MAR_21,23,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1.061,2,0.9119,1.0939,0.8818,1.1341,1235,1165,4.7019,5.2482,47,3.4
NOV19_OCT20,MAR_21,23,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.852,3,0.9312,1.0723,0.8865,1.128,1650,1935,5.7479,6.2309,45,1.9
NOV19_OCT20,MAR_21,23,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,1.0715,2,0.9331,1.0701,0.8869,1.1275,2195,2050,6.0176,5.4579,42,2
NOV19_OCT20,MAR_21,23,RWJ,STOCKPORT NHS FOUNDATION TRUST,0.9858,2,0.9237,1.0806,0.8848,1.1302,1540,1565,3.9347,4.8989,22,1.1
NOV19_OCT20,MAR_21,23,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,0.9456,2,0.9293,1.0744,0.8861,1.1286,1730,1830,6.1608,7.3871,47,2.6
NOV19_OCT20,MAR_21,23,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,1.1012,2,0.9093,1.0969,0.8811,1.135,1210,1095,6.2327,5.9832,19,1.1
NOV19_OCT20,MAR_21,23,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,1.1775,1,0.9318,1.0716,0.8866,1.1279,2315,1970,4.942,5.6323,23,1.5
NOV19_OCT20,MAR_21,23,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,0.9673,2,0.9014,1.1059,0.8788,1.1379,895,925,3.6065,3.7794,45,2.2
NOV19_OCT20,MAR_21,23,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,0.9757,2,0.9379,1.0649,0.8879,1.1263,2325,2385,5.7982,5.261,37,1.7
NOV19_OCT20,MAR_21,23,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1.0185,2,0.9173,1.0878,0.8832,1.1323,1350,1325,4.6359,5.0234,30,1.2
NOV19_OCT20,MAR_21,23,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1.0467,2,0.9217,1.0828,0.8843,1.1308,1555,1485,4.1826,4.5566,8,0.5
NOV19_OCT20,MAR_21,23,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1.165,1,0.9123,1.0935,0.8819,1.1339,1370,1175,6.1948,6.0624,28,1.4
NOV19_OCT20,MAR_21,23,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,1.0162,2,0.9371,1.0658,0.8877,1.1265,2355,2320,7.9152,6.8424,29,1.9
NOV19_OCT20,MAR_21,23,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,1.0759,2,0.9379,1.0649,0.8879,1.1263,2565,2385,5.5929,6.219,32,2.1
NOV19_OCT20,MAR_21,23,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,0.9965,2,0.9243,1.0799,0.8849,1.13,1585,1595,5.241,4.7782,34,1.8
NOV19_OCT20,MAR_21,23,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,1.099,2,0.945,1.0572,0.8892,1.1246,3355,3050,4.7188,6.2392,24,1.8
NOV19_OCT20,MAR_21,23,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,0.6782,3,0.9229,1.0815,0.8846,1.1305,1040,1530,5.8234,6.4116,36,1.1
NOV19_OCT20,MAR_21,23,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,0.8178,3,0.9438,1.0585,0.889,1.1249,2390,2925,6.2897,8.1087,45,2.5
NOV19_OCT20,MAR_21,23,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,0.9462,2,0.963,1.038,0.8919,1.1212,6445,6815,4.5566,6.4268,28,1.4
NOV19_OCT20,MAR_21,23,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,0.8974,2,0.9386,1.0642,0.888,1.1261,2190,2440,5.3813,5.5578,33,1.6
NOV19_OCT20,MAR_21,23,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1.1093,2,0.9389,1.0638,0.8881,1.126,2735,2465,4.1845,4.2788,32,1.4
NOV19_OCT20,MAR_21,23,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,0.8972,2,0.9511,1.0506,0.8902,1.1233,3480,3880,4.0619,5.455,38,2.3
NOV19_OCT20,MAR_21,23,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,0.8987,2,0.955,1.0465,0.8908,1.1226,4115,4580,5.4989,6.0234,29,1.6
NOV19_OCT20,MAR_21,23,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,1.0104,2,0.9522,1.0495,0.8904,1.1231,4100,4055,5.5588,5.2241,27,1.5
NOV19_OCT20,MAR_21,23,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1.0386,2,0.9267,1.0773,0.8855,1.1293,1765,1695,6.5276,6.5386,32,2
NOV19_OCT20,MAR_21,23,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,1.033,2,0.9515,1.0502,0.8903,1.1232,4080,3950,6.7516,5.9836,46,2.2
NOV19_OCT20,MAR_21,23,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,1.1225,2,0.9347,1.0684,0.8872,1.1271,2420,2155,5.5578,5.0426,25,1.3
NOV19_OCT20,MAR_21,23,RBK,WALSALL HEALTHCARE NHS TRUST,1.0847,2,0.9169,1.0883,0.8831,1.1324,1425,1315,4.7525,5.4614,27,1.2
NOV19_OCT20,MAR_21,23,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,1.0609,2,0.9119,1.0939,0.8818,1.1341,1235,1165,7.5932,6.6796,45,2.1
NOV19_OCT20,MAR_21,23,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,0.9914,2,0.9305,1.0731,0.8863,1.1282,1880,1895,5.199,5.3919,40,1.9
NOV19_OCT20,MAR_21,23,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,0.9177,2,0.9236,1.0807,0.8848,1.1303,1435,1560,4.9212,6.8644,45,2.8
NOV19_OCT20,MAR_21,23,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,1.0116,2,0.9438,1.0585,0.889,1.1249,2950,2920,5.4112,6.6862,42,2.6
NOV19_OCT20,MAR_21,23,RKE,WHITTINGTON HEALTH NHS TRUST,0.8967,2,0.8748,1.1372,0.8701,1.1493,505,565,4.0529,5.6981,48,2.5
NOV19_OCT20,MAR_21,23,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,1.0977,2,0.9283,1.0755,0.8858,1.1289,1950,1775,5.1218,6.101,49,2.7
NOV19_OCT20,MAR_21,23,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,1.0239,2,0.9409,1.0616,0.8885,1.1255,2700,2640,4.96,6.2591,34,2.2
NOV19_OCT20,MAR_21,23,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1.1528,1,0.9185,1.0865,0.8835,1.1319,1575,1365,5.9249,6.413,43,2.7
NOV19_OCT20,MAR_21,23,RLQ,WYE VALLEY NHS TRUST,1.013,2,0.9086,1.0976,0.8809,1.1352,1095,1080,4.3059,5.5539,31,2
NOV19_OCT20,MAR_21,23,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,0.8696,3,0.9094,1.0967,0.8811,1.1349,955,1100,3.9743,5.4979,54,3.1
NOV19_OCT20,MAR_21,23,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,0.9563,2,0.9438,1.0585,0.889,1.1249,2795,2925,4.1756,5.0565,25,1.4
DEC19_NOV20,APR_21,24,RCF,AIREDALE NHS FOUNDATION TRUST,0.9315,2,0.9033,1.1038,0.8787,1.1381,895,960,4.4012,4.5419,19,1.1
DEC19_NOV20,APR_21,24,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,0.9423,2,0.922,1.0825,0.8837,1.1317,1410,1495,4.4144,5.9899,39,2.1
DEC19_NOV20,APR_21,24,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",0.9929,2,0.9397,1.0629,0.8875,1.1268,2515,2535,5.8557,6.6176,35,2
DEC19_NOV20,APR_21,24,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1.0687,2,0.9168,1.0884,0.8824,1.1333,1400,1310,5.2022,6.7033,24,1.8
DEC19_NOV20,APR_21,24,R1H,BARTS HEALTH NHS TRUST,0.9291,2,0.9474,1.0547,0.8889,1.125,3100,3335,7.7472,6.3029,36,1.4
DEC19_NOV20,APR_21,24,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,1.0184,2,0.9385,1.0642,0.8873,1.1271,2480,2435,5.2044,5.2037,35,1.3
DEC19_NOV20,APR_21,24,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,1.0632,2,0.9294,1.0743,0.8854,1.1295,1950,1835,6.9284,7.334,30,2
DEC19_NOV20,APR_21,24,RMC,BOLTON NHS FOUNDATION TRUST,1.174,1,0.9129,1.0928,0.8813,1.1346,1400,1190,4.7107,4.6346,27,1.2
DEC19_NOV20,APR_21,24,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1.0279,2,0.9228,1.0816,0.8839,1.1314,1570,1530,4.7707,4.4651,22,0.7
DEC19_NOV20,APR_21,24,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,1.0577,2,0.9311,1.0724,0.8857,1.129,2040,1925,4.3295,4.5316,44,2.4
DEC19_NOV20,APR_21,24,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1.0663,2,0.9207,1.084,0.8833,1.1321,1540,1445,4.765,3.8873,50,2.3
DEC19_NOV20,APR_21,24,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,1.0229,2,0.9341,1.0691,0.8864,1.1282,2160,2110,5.1807,5.9765,36,2.1
DEC19_NOV20,APR_21,24,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.8782,3,0.9369,1.066,0.8869,1.1275,2025,2305,3.8849,6.2401,44,2.6
DEC19_NOV20,APR_21,24,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,0.7709,3,0.929,1.0747,0.8853,1.1296,1395,1810,3.5831,5.2405,52,1.6
DEC19_NOV20,APR_21,24,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,0.9474,2,0.9255,1.0786,0.8845,1.1306,1555,1640,5.2656,6.2689,28,1.6
DEC19_NOV20,APR_21,24,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1.0652,2,0.9124,1.0933,0.8812,1.1348,1255,1180,3.9414,4.141,28,1.3
DEC19_NOV20,APR_21,24,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,1.1476,1,0.9373,1.0655,0.887,1.1274,2685,2340,5.2489,5.32,51,3.6
DEC19_NOV20,APR_21,24,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1.0106,2,0.9078,1.0985,0.88,1.1364,1075,1060,3.6199,5.6924,51,3
DEC19_NOV20,APR_21,24,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1.0591,2,0.9143,1.0911,0.8817,1.1341,1305,1235,2.625,3.7291,33,1.1
DEC19_NOV20,APR_21,24,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,1.1032,2,0.9349,1.0683,0.8865,1.128,2385,2160,4.6122,5.6028,46,2.5
DEC19_NOV20,APR_21,24,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1.1013,2,0.9032,1.1039,0.8786,1.1381,1055,960,4.7064,5.6014,45,3
DEC19_NOV20,APR_21,24,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,0.8828,3,0.9359,1.0671,0.8867,1.1277,1970,2235,4.5422,5.3738,34,1.8
DEC19_NOV20,APR_21,24,RJN,EAST CHESHIRE NHS TRUST,1.0584,2,0.8876,1.122,0.8738,1.1444,745,705,5.6751,6.608,23,2
DEC19_NOV20,APR_21,24,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,1.0523,2,0.9465,1.0556,0.8887,1.1252,3395,3225,4.5516,5.3071,36,2
DEC19_NOV20,APR_21,24,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,1.0925,2,0.936,1.067,0.8868,1.1277,2445,2240,5.6845,5.2194,32,1.7
DEC19_NOV20,APR_21,24,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,1.0582,2,0.9493,1.0526,0.8892,1.1246,3810,3600,5.357,6.1647,31,2.2
DEC19_NOV20,APR_21,24,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,0.9609,2,0.9387,1.064,0.8873,1.127,2355,2450,5.9437,6.8444,38,2.4
DEC19_NOV20,APR_21,24,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,0.9405,2,0.9261,1.0779,0.8846,1.1304,1575,1675,5.6525,5.961,42,2.1
DEC19_NOV20,APR_21,24,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,0.975,2,0.9462,1.056,0.8887,1.1253,3105,3185,3.9036,4.8948,43,2.2
DEC19_NOV20,APR_21,24,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1.0295,2,0.9152,1.0901,0.882,1.1338,1300,1260,5.3333,6.8007,38,2.5
DEC19_NOV20,APR_21,24,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1.0744,2,0.8995,1.108,0.8776,1.1395,955,890,4.0406,5.6734,28,1.9
DEC19_NOV20,APR_21,24,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,1.0247,2,0.9415,1.061,0.8878,1.1264,2755,2690,4.7909,5.0288,31,1.6
DEC19_NOV20,APR_21,24,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,0.9877,2,0.9261,1.0779,0.8846,1.1304,1650,1670,4.2131,4.5094,34,2
DEC19_NOV20,APR_21,24,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,0.7694,3,0.9313,1.0722,0.8858,1.129,1490,1940,6.8421,6.8372,49,1.9
DEC19_NOV20,APR_21,24,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,0.9787,2,0.9322,1.0712,0.886,1.1287,1950,1990,3.7244,5.2328,35,1.9
DEC19_NOV20,APR_21,24,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,0.9413,2,0.8967,1.1114,0.8767,1.1406,790,840,3.5272,4.5937,26,1.4
DEC19_NOV20,APR_21,24,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,0.8164,3,0.877,1.1346,0.8703,1.1491,475,585,5.9668,6.3352,49,1.1
DEC19_NOV20,APR_21,24,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,1.1245,2,0.9418,1.0607,0.8879,1.1263,3055,2715,7.1208,6.3763,32,2.5
DEC19_NOV20,APR_21,24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,0.7407,3,0.9391,1.0636,0.8874,1.1269,1835,2480,7.4269,7.3151,58,2.5
DEC19_NOV20,APR_21,24,R1F,ISLE OF WIGHT NHS TRUST,0.9804,2,0.9,1.1075,0.8777,1.1393,880,900,4.7782,6.1297,59,3.8
DEC19_NOV20,APR_21,24,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1.0875,2,0.9168,1.0884,0.8824,1.1333,1425,1310,5.8032,6.5262,33,2.7
DEC19_NOV20,APR_21,24,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1.0999,2,0.9181,1.0869,0.8827,1.1329,1490,1355,5.3755,6.2562,44,2.7
DEC19_NOV20,APR_21,24,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,0.964,2,0.9421,1.0604,0.8879,1.1262,2650,2750,6.052,6.7814,52,2.4
DEC19_NOV20,APR_21,24,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,0.7634,3,0.9168,1.0884,0.8824,1.1333,1000,1310,4.3831,4.2746,43,1.2
DEC19_NOV20,APR_21,24,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,0.9671,2,0.9346,1.0685,0.8865,1.1281,2075,2145,6.7013,6.2852,52,2.5
DEC19_NOV20,APR_21,24,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1.0488,2,0.9471,1.0549,0.8888,1.1251,3470,3310,4.658,6.0783,31,1.8
DEC19_NOV20,APR_21,24,RJ2,LEWISHAM AND GREENWICH NHS TRUST,0.9207,2,0.936,1.067,0.8868,1.1277,2065,2240,3.665,4.4073,31,1.3
DEC19_NOV20,APR_21,24,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1.0596,2,0.9475,1.0545,0.8889,1.125,3555,3355,4.8063,5.3982,45,2.4
DEC19_NOV20,APR_21,24,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.8569,3,0.9398,1.0629,0.8875,1.1268,2175,2535,5.2662,5.074,35,1.4
DEC19_NOV20,APR_21,24,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0.9106,2,0.9389,1.0638,0.8873,1.127,2245,2470,3.6228,5.3193,35,1.2
DEC19_NOV20,APR_21,24,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,0.9467,2,0.9439,1.0584,0.8883,1.1258,2775,2935,5.8821,5.7871,48,3.1
DEC19_NOV20,APR_21,24,RPA,MEDWAY NHS FOUNDATION TRUST,1.0548,2,0.9249,1.0792,0.8844,1.1308,1705,1620,5.0094,5.0564,42,1.9
DEC19_NOV20,APR_21,24,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,1.0522,2,0.958,1.0432,0.8905,1.123,5560,5285,4.8631,5.1369,30,1.7
DEC19_NOV20,APR_21,24,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,0.9545,2,0.9183,1.0867,0.8827,1.1328,1295,1360,5.4983,5.2744,25,1.5
DEC19_NOV20,APR_21,24,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,1.082,2,0.9377,1.0652,0.8871,1.1273,2560,2365,5.165,5.7331,27,1.4
DEC19_NOV20,APR_21,24,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1.1604,1,0.9051,1.1017,0.8792,1.1374,1160,1000,4.7166,5.137,54,3
DEC19_NOV20,APR_21,24,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1.176,1,0.9439,1.0584,0.8883,1.1258,3445,2930,5.0201,5.4065,52,3.6
DEC19_NOV20,APR_21,24,RVJ,NORTH BRISTOL NHS TRUST,0.9005,2,0.9369,1.066,0.8869,1.1275,2075,2305,5.7789,5.6963,40,1.5
DEC19_NOV20,APR_21,24,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,1.0497,2,0.9253,1.0788,0.8844,1.1307,1715,1635,4.2461,5.5165,37,2.7
DEC19_NOV20,APR_21,24,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,0.9297,2,0.9149,1.0905,0.8819,1.1339,1165,1250,4.7552,5.5419,33,1.7
DEC19_NOV20,APR_21,24,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1.0088,2,0.9265,1.0774,0.8847,1.1303,1705,1690,5.6171,6.7963,38,2.3
DEC19_NOV20,APR_21,24,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,1.1397,1,0.9375,1.0653,0.8871,1.1273,2685,2355,3.654,4.7629,34,2.3
DEC19_NOV20,APR_21,24,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1.0279,2,0.9289,1.0748,0.8853,1.1296,1860,1810,3.653,5.0776,40,1.4
DEC19_NOV20,APR_21,24,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,1.045,2,0.8996,1.108,0.8776,1.1395,930,890,3.2229,5.126,24,1.3
DEC19_NOV20,APR_21,24,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,1.0676,2,0.9337,1.0695,0.8863,1.1283,2225,2085,5.0876,6.3051,27,1.8
DEC19_NOV20,APR_21,24,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,0.9757,2,0.9439,1.0584,0.8883,1.1258,2860,2930,4.9287,5.3747,39,2.5
DEC19_NOV20,APR_21,24,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1.0203,2,0.9505,1.0513,0.8894,1.1244,3860,3785,7.4072,7.0173,40,2
DEC19_NOV20,APR_21,24,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.9044,2,0.9464,1.0557,0.8887,1.1252,2910,3220,6.8362,6.9861,54,2.6
