INDICATOR_CODE,DIAGNOSIS_GROUP,AIC_FULL,SCHWARTZ_FULL,NEG2LOGL_FULL,AIC_INTERCEPT,SCHWARTZ_INTERCEPT,NEG2LOGL_INTERCEPT,LIKELIHOOD_RATIO_CHI_SQUARE,LIKELIHOOD_RATIO_DF,LIKELIHOOD_RATIO_P_VALUE,SCORE_CHI_SQUARE,SCORE_DF,SCORE_P_VALUE,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE,PERCENT_CONCORDANT,PERCENT_DISCORDANT,PERCENT_TIED,PAIRS,SOMERS_D,GAMMA,TAU_A,C
I00699,124,59272.5659,59618.2307,59198.5659,63670.8407,63680.183,63668.8407,4470.2748,36,0,4320.0775,36,0,3660.2198,36,0,69.3738,30.5557,0.0705,779716186,0.3882,0.3885,0.0852,0.6941
I00699,125,12498.638,12849.5932,12424.638,15303.3587,15312.844,15301.3587,2876.7207,36,0,4246.4562,36,0,2252.225,36,0,85.6328,14.3348,0.0324,141490692,0.713,0.7132,0.0213,0.8565
I00699,126,19955.0416,20316.1866,19881.0416,23284.2507,23294.0114,23282.2507,3401.2091,36,0,3233.3127,36,0,1373.4094,36,0,81.8816,18.032,0.0864,292953265,0.6385,0.639,0.0228,0.8192
I00699,127,9467.2514,9826.5133,9393.2514,12668.7939,12678.5037,12666.7939,3273.5426,36,0,4972.9253,36,0,1434.6039,36,0,91.5196,8.4398,0.0407,134276772,0.8308,0.8311,0.0151,0.9154
I00699,128,48307.4965,48694.6928,48233.4965,54533.6235,54544.0883,54531.6235,6298.127,36,0,5960.575,36,0,4191.485,36,0,78.8411,21.1006,0.0584,1435904460,0.5774,0.5777,0.0247,0.7887
I00699,129,26412.5521,26794.0179,26338.5521,32107.9197,32118.2296,32105.9197,5767.3676,36,0,7638.3876,36,0,3836.9507,36,0,85.8435,14.1251,0.0314,664838958,0.7172,0.7174,0.0194,0.8586
I00699,130,39220.1566,39599.3298,39146.1566,44590.9308,44601.1787,44588.9308,5442.7742,36,0,4845.1423,36,0,2244.4792,36,0,78.6568,21.2408,0.1023,948723435,0.5742,0.5747,0.025,0.7871
I00699,131,2491.0763,2787.8485,2417.0763,3171.0051,3179.026,3169.0051,751.9288,36,0,1136.0563,36,0,424.0233,36,0,89.6646,10.3181,0.0174,6613514,0.7935,0.7936,0.0207,0.8967
I00699,132,19307.7421,19698.5422,19233.7421,22837.0433,22847.6054,22835.0433,3601.3012,36,0,6458.0938,36,0,3122.5128,36,0,84.5737,15.3966,0.0297,538931200,0.6918,0.692,0.0091,0.8459
I00699,133,13972.0696,14307.2468,13898.0696,16772.4654,16781.5242,16770.4654,2872.3958,36,0,3880.0743,36,0,2274.6224,36,0,82.7798,17.1877,0.0325,114416832,0.6559,0.6561,0.0372,0.828
I00699,134,12634.3275,13000.6143,12560.3275,14040.6785,14050.5781,14038.6785,1478.3509,36,0,1615.9022,36,0,907.3281,36,0,79.6249,20.3141,0.061,176809633,0.5931,0.5935,0.0097,0.7966
I00699,135,3242.1912,3581.1218,3168.1912,3918.1838,3927.344,3916.1838,747.9925,36,0,1129.6459,36,0,411.5739,36,0,89.1489,10.8253,0.0257,21273616,0.7832,0.7834,0.0067,0.8916
I00699,136,1191.0695,1498.4811,1117.0695,1762.5656,1770.874,1760.5656,643.496,36,0,1804.6617,36,0,313.9853,36,0,96.0513,3.9385,0.0102,4118748,0.9211,0.9212,0.0084,0.9606
I00699,137,8166.2316,8510.9132,8092.2316,10122.5957,10131.9114,10120.5957,2028.364,36,0,2596.8969,36,0,1005.2088,36,0,87.8932,12.0769,0.0299,74928217,0.7582,0.7584,0.0169,0.8791
I00699,138,14239.681,14657.8977,14165.681,18151.8991,18163.2022,18149.8991,3984.2181,36,0,8850.3709,36,0,2821.5968,36,0,91.6271,8.3556,0.0173,758029420,0.8327,0.8329,0.0035,0.9164
I00699,139,6299.8509,6608.197,6225.8509,7448.4717,7456.8053,7446.4717,1220.6207,36,0,1322.3213,36,0,620.6754,36,0,82.8974,17.0412,0.0614,24077388,0.6586,0.659,0.0335,0.8293
I00699,140,68095.759,68514.9435,68021.759,83146.4518,83157.7811,83144.4518,15122.6928,36,0,18236.2074,36,0,8978.6557,36,0,86.1661,13.7807,0.0532,4702272960,0.7239,0.7242,0.018,0.8619
I00699,141,2517.4948,2862.7942,2459.4948,3112.7705,3124.6774,3110.7705,651.2757,28,0,76508.906,28,0,1574.2637,28,0,76.2137,23.2855,0.5008,173091054,0.5293,0.5319,0.0002,0.7646
I00699,142,18803.0419,19122.692,18729.0419,22775.8097,22784.4488,22773.8097,4044.7677,36,0,4137.3628,36,0,2927.6261,36,0,81.1872,18.788,0.0248,124666238,0.624,0.6241,0.0893,0.812
