INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I00731,RJ2,LEWISHAM AND GREENWICH NHS TRUST,10,4370,0
I00731,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,95,13230,1
I00731,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,30,8355,0
I00731,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,30,6525,0
I00731,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,245,32010,1
I00731,RPA,MEDWAY NHS FOUNDATION TRUST,15,4375,0
I00731,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,55,8100,1
I00731,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,140,18215,1
I00731,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,10,2695,0
I00731,RXF,MID YORKSHIRE TEACHING NHS TRUST,25,6105,0
I00731,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,20,3840,1
I00731,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,55,10320,1
I00731,RVJ,NORTH BRISTOL NHS TRUST,40,10990,0
I00731,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,15,3845,0
I00731,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,*,1725,*
I00731,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,20,5295,0
I00731,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,20,5825,0
I00731,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,60,6790,1
I00731,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,100,14320,1
I00731,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,15,4835,0
I00731,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,35,6215,1
I00731,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,155,20150,1
I00731,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,90,16280,1
I00731,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,70,8955,1
I00731,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,20,6770,0
I00731,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,120,10590,1
I00731,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,80,12905,1
I00731,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,50,9135,1
I00731,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,**,**,**
I00731,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,15,4430,0
I00731,RNZ,SALISBURY NHS FOUNDATION TRUST,20,3530,1
I00731,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,25,6300,0
I00731,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,205,22560,1
I00731,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,30,4195,1
I00731,RH5,SOMERSET NHS FOUNDATION TRUST,30,8160,0
I00731,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,85,14945,1
I00731,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,60,11260,1
I00731,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,25,3935,1
I00731,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,75,13185,1
I00731,RWJ,STOCKPORT NHS FOUNDATION TRUST,20,5175,0
I00731,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,*,4145,*
I00731,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,*,2405,*
I00731,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,50,6495,1
I00731,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,15,3005,0
I00731,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,140,20365,1
I00731,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,*,3060,*
I00731,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",25,3200,1
I00731,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,25,4510,1
I00731,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,25,7215,0
I00731,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,30,4615,1
I00731,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,40,3240,1
I00731,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,60,7070,1
I00731,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,160,22620,1
I00731,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,95,18220,1
I00731,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,115,24475,0
I00731,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,75,12845,1
I00731,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,75,10820,1
I00731,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,90,13855,1
I00731,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,95,15010,1
I00731,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,105,19880,1
I00731,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,35,4835,1
I00731,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,90,13820,1
I00731,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,80,9945,1
I00731,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,115,16260,1
I00731,RBK,WALSALL HEALTHCARE NHS TRUST,10,4345,0
I00731,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,10,3010,0
I00731,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,15,5285,0
I00731,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,*,3335,*
I00731,RKE,WHITTINGTON HEALTH NHS TRUST,*,2550,*
I00731,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,35,6745,1
I00731,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,20,5995,0
I00731,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",*,6890,*
I00731,RLQ,WYE VALLEY NHS TRUST,*,3145,*
I00731,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,80,8080,1
